-1.0000000000000000000e+00,1.8677026194065556526e+09
-9.9899949974987489743e-01,1.8450587606869027615e+09
-9.9799899949974990587e-01,1.8226745392184381485e+09
-9.9699849924962480330e-01,1.8005471481739850044e+09
-9.9599799899949970072e-01,1.7786738092359948158e+09
-9.9499749874937470917e-01,1.7570517723255217075e+09
-9.9399699849924960660e-01,1.7356783153335955143e+09
-9.9299649824912461504e-01,1.7145507438550164700e+09
-9.9199599799899951247e-01,1.6936663909244537354e+09
-9.9099549774887440989e-01,1.6730226167549223900e+09
-9.8999499749874941834e-01,1.6526168084785935879e+09
-9.8899449724862431577e-01,1.6324463798898510933e+09
-9.8799399699849921319e-01,1.6125087711907117367e+09
-9.8699349674837422164e-01,1.5928014487384319305e+09
-9.8599299649824911906e-01,1.5733219047954277992e+09
-9.8499249624812401649e-01,1.5540676572813746929e+09
-9.8399199599799902494e-01,1.5350362495275545120e+09
-9.8299149574787392236e-01,1.5162252500333530903e+09
-9.8199099549774881979e-01,1.4976322522249803543e+09
-9.8099049524762382823e-01,1.4792548742163126469e+09
-9.7998999499749872566e-01,1.4610907585718612671e+09
-9.7898949474737373411e-01,1.4431375720719101429e+09
-9.7798899449724863153e-01,1.4253930054797043800e+09
-9.7698849424712352896e-01,1.4078547733107573986e+09
-9.7598799399699853740e-01,1.3905206136042106152e+09
-9.7498749374687343483e-01,1.3733882876962435246e+09
-9.7398699349674833226e-01,1.3564555799955208302e+09
-9.7298649324662334070e-01,1.3397202977606699467e+09
-9.7198599299649823813e-01,1.3231802708797149658e+09
-9.7098549274637313555e-01,1.3068333516515555382e+09
-9.6998499249624814400e-01,1.2906774145693590641e+09
-9.6898449224612304143e-01,1.2747103561059265137e+09
-9.6798399199599804987e-01,1.2589300945010025501e+09
-9.6698349174587294730e-01,1.2433345695504662991e+09
-9.6598299149574784472e-01,1.2279217423974676132e+09
-9.6498249124562285317e-01,1.2126895953254306316e+09
-9.6398199099549775060e-01,1.1976361315529012680e+09
-9.6298149074537264802e-01,1.1827593750303065777e+09
-9.6198099049524765647e-01,1.1680573702384943962e+09
-9.6098049024512255389e-01,1.1535281819891343117e+09
-9.5997998999499745132e-01,1.1391698952269146442e+09
-9.5897948974487245977e-01,1.1249806148335239887e+09
-9.5797898949474735719e-01,1.1109584654334297180e+09
-9.5697848924462236564e-01,1.0971015912014031410e+09
-9.5597798899449726306e-01,1.0834081556717908382e+09
-9.5497748874437216049e-01,1.0698763415495412350e+09
-9.5397698849424716894e-01,1.0565043505229322910e+09
-9.5297648824412206636e-01,1.0432904030779870749e+09
-9.5197598799399696379e-01,1.0302327383146282434e+09
-9.5097548774387197223e-01,1.0173296137644616365e+09
-9.4997498749374686966e-01,1.0045793052102336884e+09
-9.4897448724362176709e-01,9.9198010650695753098e+08
-9.4797398699349677553e-01,9.7953032940464508533e+08
-9.4697348674337167296e-01,9.6722830337266504765e+08
-9.4597298649324668141e-01,9.5507237542572557926e+08
-9.4497248624312157883e-01,9.4306090995142507553e+08
-9.4397198599299647626e-01,9.3119228853939235210e+08
-9.4297148574287148470e-01,9.1946490981200218201e+08
-9.4197098549274638213e-01,9.0787718925661492348e+08
-9.4097048524262127955e-01,8.9642755905938994884e+08
-9.3996998499249628800e-01,8.8511446794060242176e+08
-9.3896948474237118543e-01,8.7393638099146831036e+08
-9.3796898449224608285e-01,8.6289177951249885559e+08
-9.3696848424212109130e-01,8.5197916085330867767e+08
-9.3596798399199598872e-01,8.4119703825391590595e+08
-9.3496748374187088615e-01,8.3054394068750357628e+08
-9.3396698349174589460e-01,8.2001841270462727547e+08
-9.3296648324162079202e-01,8.0961901427885925770e+08
-9.3196598299149580047e-01,7.9934432065386188030e+08
-9.3096548274137069789e-01,7.8919292219186556339e+08
-9.2996498249124559532e-01,7.7916342422355937958e+08
-9.2896448224112060377e-01,7.6925444689935815334e+08
-9.2796398199099550119e-01,7.5946462504204940796e+08
-9.2696348174087039862e-01,7.4979260800081741810e+08
-9.2596298149074540706e-01,7.4023705950659620762e+08
-9.2496248124062030449e-01,7.3079665752878725529e+08
-9.2396198099049531294e-01,7.2147009413329231739e+08
-9.2296148074037021036e-01,7.1225607534187328815e+08
-9.2196098049024510779e-01,7.0315332099281930923e+08
-9.2096048024012011624e-01,6.9416056460289859772e+08
-9.1995997998999501366e-01,6.8527655323060429096e+08
-9.1895947973986991109e-01,6.7650004734068012238e+08
-9.1795897948974491953e-01,6.6782982066989398003e+08
-9.1695847923961981696e-01,6.5926466009407317638e+08
-9.1595797898949471438e-01,6.5080336549637448788e+08
-9.1495747873936972283e-01,6.4244474963679790497e+08
-9.1395697848924462026e-01,6.3418763802289271355e+08
-9.1295647823911951768e-01,6.2603086878170955181e+08
-9.1195597798899452613e-01,6.1797329253291487694e+08
-9.1095547773886942355e-01,6.1001377226311755180e+08
-9.0995497748874432098e-01,6.0215118320136678219e+08
-9.0895447723861932943e-01,5.9438441269581139088e+08
-9.0795397698849422685e-01,5.8671236009152436256e+08
-9.0695347673836923530e-01,5.7913393660947358608e+08
-9.0595297648824413272e-01,5.7164806522662234306e+08
-9.0495247623811903015e-01,5.6425368055716836452e+08
-9.0395197598799403860e-01,5.5694972873489952087e+08
-9.0295147573786893602e-01,5.4973516729663717747e+08
-9.0195097548774383345e-01,5.4260896506681430340e+08
-9.0095047523761884189e-01,5.3557010204310631752e+08
-8.9994997498749373932e-01,5.2861756928316348791e+08
-8.9894947473736874777e-01,5.2175036879240709543e+08
-8.9794897448724364519e-01,5.1496751341287678480e+08
-8.9694847423711854262e-01,5.0826802671314889193e+08
-8.9594797398699355107e-01,5.0165094287927573919e+08
-8.9494747373686844849e-01,4.9511530660676896572e+08
-8.9394697348674334592e-01,4.8866017299360698462e+08
-8.9294647323661835436e-01,4.8228460743424999714e+08
-8.9194597298649325179e-01,4.7598768551466816664e+08
-8.9094547273636814921e-01,4.6976849290836048126e+08
-8.8994497248624315766e-01,4.6362612527337056398e+08
-8.8894447223611805509e-01,4.5755968815026873350e+08
-8.8794397198599295251e-01,4.5156829686111640930e+08
-8.8694347173586796096e-01,4.4565107640939015150e+08
-8.8594297148574285838e-01,4.3980716138085007668e+08
-8.8494247123561775581e-01,4.3403569584537285566e+08
-8.8394197098549276426e-01,4.2833583325970053673e+08
-8.8294147073536766168e-01,4.2270673637113040686e+08
-8.8194097048524267013e-01,4.1714757712212389708e+08
-8.8094047023511756755e-01,4.1165753655582636595e+08
-8.7993996998499246498e-01,4.0623580472248715162e+08
-8.7893946973486747343e-01,4.0088158058678728342e+08
-8.7793896948474237085e-01,3.9559407193603795767e+08
-8.7693846923461737930e-01,3.9037249528927880526e+08
-8.7593796898449227673e-01,3.8521607580723267794e+08
-8.7493746873436717415e-01,3.8012404720313447714e+08
-8.7393696848424218260e-01,3.7509565165441530943e+08
-8.7293646823411708002e-01,3.7013013971522867680e+08
-8.7193596798399197745e-01,3.6522677022983485460e+08
-8.7093546773386698590e-01,3.6038481024680244923e+08
-8.6993496748374188332e-01,3.5560353493404358625e+08
-8.6893446723361678075e-01,3.5088222749467480183e+08
-8.6793396698349178919e-01,3.4622017908367931843e+08
-8.6693346673336668662e-01,3.4161668872538053989e+08
-8.6593296648324158404e-01,3.3707106323171311617e+08
-8.6493246623311659249e-01,3.3258261712128382921e+08
-8.6393196598299148992e-01,3.2815067253921270370e+08
-8.6293146573286638734e-01,3.2377455917775702477e+08
-8.6193096548274139579e-01,3.1945361419770032167e+08
-8.6093046523261629321e-01,3.1518718215050327778e+08
-8.5992996498249119064e-01,3.1097461490121436119e+08
-8.5892946473236619909e-01,3.0681527155212658644e+08
-8.5792896448224109651e-01,3.0270851836717581749e+08
-8.5692846423211610496e-01,2.9865372869707775116e+08
-8.5592796398199100238e-01,2.9465028290518927574e+08
-8.5492746373186601083e-01,2.9069756829409736395e+08
-8.5392696348174090826e-01,2.8679497903291994333e+08
-8.5292646323161580568e-01,2.8294191608531498909e+08
-8.5192596298149081413e-01,2.7913778713819873333e+08
-8.5092546273136571156e-01,2.7538200653115367889e+08
-8.4992496248124060898e-01,2.7167399518652945757e+08
-8.4892446223111561743e-01,2.6801318054023063183e+08
-8.4792396198099051485e-01,2.6439899647317415476e+08
-8.4692346173086541228e-01,2.6083088324342951179e+08
-8.4592296148074042073e-01,2.5730828741901493073e+08
-8.4492246123061531815e-01,2.5383066181135690212e+08
-8.4392196098049021558e-01,2.5039746540940561891e+08
-8.4292146073036522402e-01,2.4700816331439247727e+08
-8.4192096048024012145e-01,2.4366222667523264885e+08
-8.4092046023011501887e-01,2.4035913262456479669e+08
-8.3991995997999002732e-01,2.3709836421541741490e+08
-8.3891945972986492475e-01,2.3387941035850045085e+08
-8.3791895947973982217e-01,2.3070176576011642814e+08
-8.3691845922961483062e-01,2.2756493086068594456e+08
-8.3591795897948972804e-01,2.2446841177387434244e+08
-8.3491745872936462547e-01,2.2141172022632765770e+08
-8.3391695847923963392e-01,2.1839437349800053239e+08
-8.3291645822911453134e-01,2.1541589436307537556e+08
-8.3191595797898953979e-01,2.1247581103146728873e+08
-8.3091545772886443721e-01,2.0957365709090933204e+08
-8.2991495747873944566e-01,2.0670897144961124659e+08
-8.2891445722861434309e-01,2.0388129827948847413e+08
-8.2791395697848924051e-01,2.0109018695995640755e+08
-8.2691345672836424896e-01,1.9833519202228051424e+08
-8.2591295647823914639e-01,1.9561587309448245168e+08
-8.2491245622811404381e-01,1.9293179484679448605e+08
-8.2391195597798905226e-01,1.9028252693765833974e+08
-8.2291145572786394968e-01,1.8766764396025958657e+08
-8.2191095547773884711e-01,1.8508672538959994912e+08
-8.2091045522761385556e-01,1.8253935553009510040e+08
-8.1990995497748875298e-01,1.8002512346369606256e+08
-8.1890945472736365041e-01,1.7754362299853327870e+08
-8.1790895447723865885e-01,1.7509445261807057261e+08
-8.1690845422711355628e-01,1.7267721543076953292e+08
-8.1590795397698845370e-01,1.7029151912026080489e+08
-8.1490745372686346215e-01,1.6793697589601311088e+08
-8.1390695347673835958e-01,1.6561320244449606538e+08
-8.1290645322661325700e-01,1.6331981988084015250e+08
-8.1190595297648826545e-01,1.6105645370097294450e+08
-8.1090545272636316287e-01,1.5882273373424664140e+08
-8.0990495247623817132e-01,1.5661829409653690457e+08
-8.0890445222611306875e-01,1.5444277314381411672e+08
-8.0790395197598807719e-01,1.5229581342618849874e+08
-8.0690345172586297462e-01,1.5017706164241114259e+08
-8.0590295147573787204e-01,1.4808616859484106302e+08
-8.0490245122561288049e-01,1.4602278914486485720e+08
-8.0390195097548777792e-01,1.4398658216876634955e+08
-8.0290145072536267534e-01,1.4197721051404497027e+08
-8.0190095047523768379e-01,1.3999434095617616177e+08
-8.0090045022511258122e-01,1.3803764415580824018e+08
-7.9989994997498747864e-01,1.3610679461639752984e+08
-7.9889944972486248709e-01,1.3420147064226979017e+08
-7.9789894947473738451e-01,1.3232135429710859060e+08
-7.9689844922461228194e-01,1.3046613136286899447e+08
-7.9589794897448729039e-01,1.2863549129910455644e+08
-7.9489744872436218781e-01,1.2682912720271177590e+08
-7.9389694847423708524e-01,1.2504673576808457077e+08
-7.9289644822411209368e-01,1.2328801724767360091e+08
-7.9189594797398699111e-01,1.2155267541295012832e+08
-7.9089544772386188853e-01,1.1984041751576708257e+08
-7.8989494747373689698e-01,1.1815095425011643767e+08
-7.8889444722361179441e-01,1.1648399971427616477e+08
-7.8789394697348669183e-01,1.1483927137334698439e+08
-7.8689344672336170028e-01,1.1321649002217119932e+08
-7.8589294647323659770e-01,1.1161537974863231182e+08
-7.8489244622311160615e-01,1.1003566789733198285e+08
-7.8389194597298650358e-01,1.0847708503363849223e+08
-7.8289144572286151202e-01,1.0693936490810653567e+08
-7.8189094547273640945e-01,1.0542224442126134038e+08
-7.8089044522261130687e-01,1.0392546358874669671e+08
-7.7988994497248631532e-01,1.0244876550683090091e+08
-7.7888944472236121275e-01,1.0099189631826876104e+08
-7.7788894447223611017e-01,9.9554605178516447544e+07
-7.7688844422211111862e-01,9.8136644222293794155e+07
-7.7588794397198601605e-01,9.6737768530493453145e+07
-7.7488744372186091347e-01,9.5357736097431451082e+07
-7.7388694347173592192e-01,9.3996307798437267542e+07
-7.7288644322161081934e-01,9.2653247357778236270e+07
-7.7188594297148571677e-01,9.1328321316919505596e+07
-7.7088544272136072522e-01,9.0021299003108844161e+07
-7.6988494247123562264e-01,8.8731952498291343451e+07
-7.6888444222111052007e-01,8.7460056608345165849e+07
-7.6788394197098552851e-01,8.6205388832638248801e+07
-7.6688344172086042594e-01,8.4967729333900079131e+07
-7.6588294147073532336e-01,8.3746860908409118652e+07
-7.6488244122061033181e-01,8.2542568956490427256e+07
-7.6388194097048522924e-01,8.1354641453318983316e+07
-7.6288144072036023768e-01,8.0182868920031905174e+07
-7.6188094047023513511e-01,7.9027044395137712359e+07
-7.6088044022011003253e-01,7.7886963406227901578e+07
-7.5987993996998504098e-01,7.6762423941983684897e+07
-7.5887943971985993841e-01,7.5653226424473419785e+07
-7.5787893946973494685e-01,7.4559173681745290756e+07
-7.5687843921960984428e-01,7.3480070920701831579e+07
-7.5587793896948474170e-01,7.2415725700263023376e+07
-7.5487743871935975015e-01,7.1365947904810160398e+07
-7.5387693846923464758e-01,7.0330549717907607555e+07
-7.5287643821910954500e-01,6.9309345596303343773e+07
-7.5187593796898455345e-01,6.8302152244201079011e+07
-7.5087543771885945088e-01,6.7308788587804451585e+07
-7.4987493746873434830e-01,6.6329075750129587948e+07
-7.4887443721860935675e-01,6.5362837026083685458e+07
-7.4787393696848425417e-01,6.4409897857805766165e+07
-7.4687343671835915160e-01,6.3470085810269206762e+07
-7.4587293646823416005e-01,6.2543230547142088413e+07
-7.4487243621810905747e-01,6.1629163806902304292e+07
-7.4387193596798395490e-01,6.0727719379206590354e+07
-7.4287143571785896334e-01,5.9838733081510037184e+07
-7.4187093546773386077e-01,5.8962042735933043063e+07
-7.4087043521760875819e-01,5.8097488146374501288e+07
-7.3986993496748376664e-01,5.7244911075868472457e+07
-7.3886943471735877509e-01,5.6404155224180407822e+07
-7.3786893446723356149e-01,5.5575066205643497407e+07
-7.3686843421710856994e-01,5.4757491527230598032e+07
-7.3586793396698357839e-01,5.3951280566858574748e+07
